,id,gender,car,realty,cnt_children,income,income_type,education_type,fam_status,housing_type,mobile_phone,work_phone,phone,email,job_title,cnt_fam_members,age,work_experience,bad_debt,good_debt,status
21012,5125932,m,0,1,0,360000,commercial_associate,incomplete_higher,civil_marriage,house,1,0,0,0,managers,2,46,8,0,7,1
22489,5137469,f,0,0,1,157500,working,higher_education,married,house,1,0,1,0,accountants,3,38,8,0,16,1
22840,5142157,m,0,1,1,360000,working,secondary,civil_marriage,house,1,0,0,0,sales_staff,3,32,7,0,24,1
6894,5046021,m,1,1,1,247500,state_servant,secondary,married,house,1,0,0,0,managers,3,33,10,0,47,1
24766,5149674,f,0,1,0,157500,state_servant,secondary,married,house,1,0,1,0,medicine_staff,2,47,6,0,4,1
14654,5091350,f,0,1,1,225000,working,secondary,single,house,1,0,0,0,core_staff,2,40,2,0,14,1
2520,5023511,m,1,1,1,112500,working,higher_education,married,house,1,0,1,0,drivers,3,44,3,0,38,1
10768,5066809,f,1,0,1,360000,working,higher_education,widow,house,1,0,0,1,managers,2,46,12,1,33,1
11126,5067462,f,0,1,1,247500,commercial_associate,secondary,civil_marriage,house,1,0,0,1,laborers,3,32,5,0,12,1
22035,5135779,f,0,1,0,126000,working,secondary,married,house,1,0,1,0,accountants,2,66,6,0,20,1
3819,5028359,f,0,1,0,180000,working,secondary,civil_marriage,house,1,0,0,0,private_service_staff,2,54,7,0,46,1
6254,5042149,f,1,0,0,360000,commercial_associate,higher_education,married,house,1,1,0,0,managers,2,45,1,0,18,1
6506,5045167,f,1,1,2,126000,working,incomplete_higher,married,house,1,0,1,0,core_staff,4,32,1,0,5,1
3715,5026633,m,1,0,0,135000,working,secondary,single,house,1,1,0,0,laborers,1,50,8,0,12,1
11651,5068442,m,1,0,0,202500,working,secondary,married,house,1,0,0,0,laborers,2,31,3,0,25,1
7176,5047678,f,0,0,1,180000,state_servant,higher_education,married,house,1,1,1,1,core_staff,3,39,7,0,15,1
479,5009594,f,1,0,0,144000,working,secondary,married,house,1,1,1,0,core_staff,2,48,3,0,9,1
13546,5089268,f,0,0,0,72000,working,secondary,single,house,1,1,0,0,cleaning_staff,1,52,5,0,24,1
6089,5041810,f,0,0,0,90000,working,secondary,married,house,1,0,1,0,laborers,2,45,11,0,12,1
15624,5095592,f,0,0,0,67500,working,secondary,single,house,1,0,1,0,sales_staff,1,24,3,0,18,1
4062,5028792,f,0,1,2,112500,commercial_associate,secondary,married,house,1,0,0,0,cooking_staff,4,35,3,0,11,1
5203,5036526,f,0,0,0,117000,working,secondary,married,house,1,1,1,0,sales_staff,2,57,13,0,10,1
15761,5095940,m,0,0,0,157500,working,secondary,married,house,1,0,1,0,managers,2,48,10,1,3,1
11798,5068669,m,0,1,0,247500,working,incomplete_higher,married,house,1,0,0,0,core_staff,2,26,2,0,7,1
3860,5028418,f,1,1,0,189000,working,secondary,married,house,1,0,1,1,high_skill_tech_staff,2,52,2,0,42,1
20962,5125850,f,0,0,0,234000,working,secondary,single,house,1,1,0,0,cleaning_staff,1,50,5,0,23,1
5688,5038786,m,1,1,0,157500,commercial_associate,higher_education,civil_marriage,house,1,0,0,0,drivers,2,38,4,0,6,1
9931,5061986,f,0,1,0,135000,working,higher_education,married,house,1,0,0,0,laborers,2,37,5,0,2,1
22870,5142195,f,0,0,0,90000,working,secondary,married,house,1,0,0,0,cooking_staff,2,30,4,0,6,1
21717,5132919,m,0,1,0,157500,working,secondary,married,house,1,0,0,0,laborers,2,31,5,0,8,1
1112,5010794,f,0,1,1,99000,working,secondary,married,municipal_apartment,1,0,0,0,laborers,3,31,8,0,10,1
10177,5062519,f,0,1,1,112500,working,higher_education,married,house,1,0,1,0,sales_staff,3,38,7,0,9,1
3634,5026420,f,1,1,0,108000,working,secondary,married,municipal_apartment,1,0,0,0,core_staff,2,53,17,0,7,1
15999,5096346,m,1,0,0,315000,commercial_associate,secondary,married,house,1,1,1,0,laborers,2,50,15,0,41,1
22768,5140116,m,1,1,0,247500,working,secondary,married,house,1,0,0,0,high_skill_tech_staff,2,64,2,2,30,1
2627,5023666,f,0,1,0,90000,working,secondary,married,house,1,0,0,0,cooking_staff,2,45,5,0,26,1
21933,5135617,m,0,1,0,90000,working,secondary,single,house,1,0,0,0,low-skill_laborers,1,42,2,0,49,1
12773,5085743,f,0,1,1,202500,working,secondary,married,house,1,0,0,0,medicine_staff,3,39,1,0,26,1
23478,5143211,f,1,1,2,157500,working,higher_education,married,house,1,0,0,0,core_staff,4,33,5,0,3,1
18091,5113480,f,1,1,0,225000,state_servant,higher_education,married,house,1,1,0,0,managers,2,49,26,0,9,1
11145,5067485,f,0,1,2,180000,working,higher_education,married,house,1,1,1,0,high_skill_tech_staff,4,36,13,0,17,1
22529,5137526,m,0,0,0,135000,working,secondary,married,house,1,1,0,0,drivers,2,41,10,0,31,1
24770,5149679,f,1,1,3,405000,working,secondary,married,house,1,0,0,0,accountants,5,39,11,0,47,1
21041,5125979,m,0,1,0,148500,working,higher_education,separated,house,1,0,1,1,managers,1,34,4,0,16,1
14579,5091246,f,1,0,0,112500,working,secondary,married,house,1,0,0,0,medicine_staff,2,45,5,0,18,1
24758,5149666,f,0,1,1,180000,commercial_associate,secondary,civil_marriage,house,1,0,0,0,realty_agents,3,33,9,0,14,1
11547,5068274,f,1,1,0,450000,commercial_associate,secondary,single,house,1,0,0,0,core_staff,1,44,6,0,53,1
8881,5054163,f,0,0,1,67500,working,secondary,married,house,1,0,1,0,sales_staff,3,31,1,0,7,1
23497,5143244,f,0,0,0,135000,state_servant,higher_education,separated,with_parents,1,1,0,0,it_staff,1,54,6,0,25,1
12316,5069496,f,1,1,0,157500,commercial_associate,secondary,married,house,1,0,0,0,sales_staff,2,40,6,0,13,1
20751,5125475,f,1,1,0,207000,working,secondary,married,house,1,0,1,0,private_service_staff,2,36,9,0,15,1
9586,5061213,m,1,1,0,112500,working,secondary,separated,house,1,0,1,1,laborers,1,52,13,3,13,1
17501,5106159,m,1,1,0,472500,working,secondary,married,house,1,0,0,0,managers,2,53,10,0,24,1
21875,5135544,f,0,1,0,225000,working,secondary,married,house,1,0,0,0,cleaning_staff,2,57,2,0,2,1
21196,5126201,f,0,0,0,270000,state_servant,higher_education,married,house,1,0,1,0,accountants,2,32,7,0,13,1
11960,5068916,f,0,1,1,112500,working,secondary,civil_marriage,house,1,0,0,0,core_staff,3,38,10,0,28,1
16518,5100011,m,1,0,0,202500,working,secondary,married,house,1,1,1,0,laborers,2,53,3,0,52,1
24416,5149108,m,0,1,2,270000,working,secondary,married,house,1,0,0,0,security_staff,4,35,10,0,24,1
23157,5142699,f,1,0,0,95850,commercial_associate,secondary,married,house,1,1,0,0,laborers,2,52,19,0,13,1
3497,5025787,f,0,1,1,225000,commercial_associate,secondary,married,house,1,0,0,0,managers,3,35,10,0,7,1
15795,5095992,m,1,0,0,234000,working,secondary,married,house,1,1,1,0,laborers,2,54,3,0,4,1
20865,5125682,f,0,1,1,225000,commercial_associate,secondary,married,house,1,0,0,0,realty_agents,3,39,11,0,29,1
13160,5088361,m,0,1,0,270000,working,secondary,married,house,1,0,0,0,laborers,2,35,10,1,7,1
24757,5149665,f,0,1,1,180000,commercial_associate,secondary,civil_marriage,house,1,0,0,0,realty_agents,3,33,9,0,4,1
16104,5096605,f,1,0,1,225000,working,higher_education,civil_marriage,house,1,1,1,0,core_staff,3,38,3,0,22,1
13893,5089848,f,0,1,1,225000,commercial_associate,secondary,civil_marriage,house,1,0,1,1,core_staff,3,46,6,0,6,1
420,5009495,m,1,0,0,270000,commercial_associate,secondary,married,house,1,1,0,1,drivers,2,33,4,0,30,1
21726,5132932,f,0,1,1,157500,state_servant,secondary,single,house,1,0,0,0,waiters,2,35,4,0,2,1
13889,5089844,f,0,1,1,225000,commercial_associate,secondary,civil_marriage,house,1,0,1,1,core_staff,3,46,6,0,40,1
7408,5048144,m,1,1,0,135000,commercial_associate,secondary,married,house,1,0,0,0,laborers,2,50,11,0,6,1
16987,5105255,m,1,1,0,81000,working,secondary,married,house,1,0,0,0,high_skill_tech_staff,2,38,4,0,20,1
17251,5105762,m,1,0,2,180000,commercial_associate,higher_education,married,house,1,1,1,0,sales_staff,4,30,6,0,15,1
19835,5117399,m,0,0,0,180000,commercial_associate,secondary,single,house,1,0,0,0,laborers,1,27,6,0,13,1
7167,5047669,f,0,0,1,180000,state_servant,higher_education,married,house,1,1,1,1,core_staff,3,39,7,0,45,1
14401,5090940,f,1,0,1,184500,working,higher_education,separated,with_parents,1,1,0,0,core_staff,2,37,13,0,49,1
14744,5091535,f,0,1,0,157500,working,secondary,married,house,1,0,1,0,medicine_staff,2,48,13,0,31,1
7023,5046328,f,0,1,1,157500,pensioner,secondary,single,house,1,0,1,0,low-skill_laborers,3,43,7,12,1,0
20635,5125250,m,0,1,1,225000,working,higher_education,single,with_parents,1,1,0,1,laborers,2,36,5,0,20,1
10752,5066775,m,1,1,0,225000,commercial_associate,secondary,married,house,1,1,0,0,managers,2,28,6,0,45,1
12504,5078908,f,1,1,0,202500,working,higher_education,married,house,1,0,0,0,accountants,2,56,21,0,44,1
5347,5036857,f,0,1,0,121500,working,secondary,civil_marriage,house,1,0,0,0,high_skill_tech_staff,2,51,23,0,23,1
21153,5126136,m,1,0,2,202500,working,secondary,married,house,1,0,0,0,laborers,4,44,11,0,53,1
10641,5066466,f,1,1,0,135000,working,secondary,separated,house,1,0,0,0,laborers,1,45,4,0,22,1
17686,5112741,m,1,1,0,315000,working,higher_education,married,house,1,0,0,0,drivers,2,51,8,0,38,1
13021,5087810,f,1,1,1,135000,working,secondary,separated,house,1,1,1,0,sales_staff,2,33,2,0,9,1
23103,5142592,f,0,1,0,180000,state_servant,higher_education,single,house,1,0,0,0,core_staff,1,34,9,0,33,1
9817,5061785,m,0,1,1,135000,working,secondary,married,house,1,0,1,1,laborers,3,39,3,4,7,1
16208,5096873,m,1,1,0,270000,working,lower_secondary,married,house,1,0,0,0,high_skill_tech_staff,2,42,5,1,35,1
17766,5112919,m,1,1,2,189000,commercial_associate,secondary,married,house,1,0,0,1,drivers,4,38,3,0,21,1
17653,5112665,f,0,1,0,148500,working,secondary,single,house,1,0,0,1,high_skill_tech_staff,1,55,8,2,23,1
18661,5114529,f,1,1,0,157500,working,higher_education,married,co-op_apartment,1,1,0,0,accountants,2,61,1,0,3,1
3026,5024450,m,1,1,0,180000,working,secondary,married,house,1,1,1,0,managers,2,35,8,0,44,1
9216,5054741,f,0,1,0,247500,commercial_associate,secondary,civil_marriage,house,1,0,0,0,laborers,2,49,1,1,1,0
24040,5146472,f,1,1,0,180000,commercial_associate,higher_education,civil_marriage,house,1,0,0,0,sales_staff,2,39,11,0,47,1
20615,5125229,f,0,1,2,157500,commercial_associate,higher_education,married,house,1,0,0,0,high_skill_tech_staff,4,38,1,0,8,1
21380,5126555,f,0,0,1,157500,working,secondary,married,house,1,1,1,0,laborers,3,27,5,0,4,1
20910,5125751,f,0,1,0,99000,working,secondary,married,house,1,1,1,0,sales_staff,2,55,10,0,13,1
4081,5028825,f,0,1,0,180000,commercial_associate,secondary,married,house,1,0,0,0,sales_staff,2,51,2,1,55,1
22799,5142092,m,0,0,0,315000,working,secondary,married,house,1,1,0,0,security_staff,2,30,3,0,24,1
5881,5041397,f,0,1,0,225000,commercial_associate,incomplete_higher,civil_marriage,house,1,0,1,0,sales_staff,2,24,1,0,8,1
25089,5150363,f,0,1,0,175500,commercial_associate,higher_education,married,house,1,1,1,0,managers,2,42,7,0,9,1
9905,5061957,f,0,0,0,90000,state_servant,higher_education,married,rented_apartment,1,0,0,0,core_staff,2,44,5,0,27,1
8571,5053606,f,0,1,0,270000,working,secondary,married,municipal_apartment,1,0,0,0,laborers,2,58,25,0,10,1
5306,5036763,f,0,1,2,121500,working,secondary,married,house,1,0,0,0,sales_staff,4,40,4,1,35,1
23009,5142448,m,1,1,0,315000,working,incomplete_higher,married,house,1,0,0,0,managers,2,30,4,2,29,1
5149,5036359,f,0,1,0,112500,working,secondary,widow,house,1,0,0,0,sales_staff,1,40,6,0,12,1
21805,5135446,f,0,1,1,225000,working,secondary,married,with_parents,1,0,0,0,cleaning_staff,3,28,1,0,12,1
2133,5022758,f,0,1,0,180000,working,secondary,married,house,1,0,0,1,sales_staff,2,27,4,0,20,1
19573,5116924,f,0,0,1,90000,commercial_associate,incomplete_higher,civil_marriage,house,1,0,0,0,laborers,3,33,1,0,41,1
2883,5024157,f,0,1,1,202500,working,secondary,married,house,1,0,0,0,sales_staff,3,27,4,0,10,1
21525,5132294,m,0,1,0,90000,state_servant,secondary,separated,house,1,0,0,0,cleaning_staff,1,54,3,0,11,1
6867,5045981,f,0,1,0,225000,working,secondary,married,house,1,0,0,0,sales_staff,2,58,5,0,15,1
17930,5113245,f,0,1,1,175500,working,secondary,married,house,1,1,0,0,cleaning_staff,3,46,1,0,2,1
5384,5036948,f,1,1,0,270000,commercial_associate,secondary,married,house,1,0,0,0,managers,2,51,15,0,52,1
19902,5117497,m,0,1,0,90000,commercial_associate,secondary,civil_marriage,house,1,1,0,0,low-skill_laborers,2,46,2,0,14,1
9439,5058408,m,1,1,0,247500,working,higher_education,married,house,1,0,0,0,managers,2,36,8,0,31,1
5055,5035997,f,0,1,0,157500,commercial_associate,secondary,married,house,1,0,0,0,hr_staff,2,53,7,0,15,1
23911,5146179,m,0,0,0,202500,working,secondary,married,municipal_apartment,1,0,0,0,laborers,2,51,10,0,59,1
3384,5025104,m,1,1,2,270000,commercial_associate,incomplete_higher,married,house,1,1,0,0,managers,4,44,11,0,47,1
1308,5021191,m,1,1,0,112500,commercial_associate,secondary,married,house,1,0,1,0,sales_staff,2,42,7,0,10,1
15269,5092478,f,0,0,1,85500,state_servant,secondary,married,municipal_apartment,1,0,0,0,core_staff,3,42,19,0,45,1
13264,5088816,f,0,1,0,126000,working,secondary,single,with_parents,1,0,1,0,core_staff,1,32,1,0,15,1
20362,5118364,f,0,0,0,135000,working,higher_education,married,house,1,1,0,0,core_staff,2,30,4,0,16,1
23441,5143155,f,0,0,0,90000,working,secondary,married,house,1,0,0,0,laborers,2,29,5,0,7,1
11298,5067787,m,1,0,2,450000,working,secondary,married,house,1,0,0,1,drivers,4,41,20,0,21,1
18372,5113955,f,0,0,0,67500,state_servant,secondary,married,municipal_apartment,1,1,0,0,core_staff,2,47,9,0,26,1
19373,5116555,f,1,0,0,180000,working,incomplete_higher,married,with_parents,1,0,0,0,managers,2,30,3,0,14,1
24324,5148933,m,1,0,0,108000,working,secondary,married,office_apartment,1,0,0,0,security_staff,2,48,3,0,23,1
9218,5054743,f,0,1,0,247500,commercial_associate,secondary,civil_marriage,house,1,0,0,0,laborers,2,49,1,0,9,1
11375,5067970,f,0,0,0,108000,commercial_associate,secondary,married,house,1,0,1,0,high_skill_tech_staff,2,44,25,0,27,1
10397,5065471,f,0,0,1,112500,commercial_associate,secondary,married,house,1,0,0,0,sales_staff,3,27,3,0,10,1
12891,5085934,f,1,0,0,112500,working,secondary,married,municipal_apartment,1,0,0,0,sales_staff,2,50,17,0,21,1
5163,5036408,f,1,1,0,112500,working,secondary,civil_marriage,house,1,0,0,0,cooking_staff,2,38,4,1,2,1
12121,5069173,m,0,0,0,157500,working,secondary,single,with_parents,1,1,1,1,drivers,1,24,1,2,12,1
10952,5067134,m,0,0,0,180000,commercial_associate,higher_education,civil_marriage,house,1,0,0,1,laborers,2,54,1,0,51,1
23277,5142889,f,0,0,0,81000,working,secondary,married,house,1,1,0,0,laborers,2,26,6,0,19,1
5542,5038511,f,0,1,0,103500,working,incomplete_higher,married,house,1,0,0,0,laborers,2,33,13,0,20,1
3241,5024822,f,0,0,1,90000,working,secondary,married,house,1,1,1,0,sales_staff,3,34,7,0,49,1
5650,5038742,m,0,1,0,135000,working,secondary,married,house,1,0,0,0,security_staff,2,44,1,0,15,1
19577,5116932,f,1,1,1,247500,commercial_associate,higher_education,civil_marriage,house,1,0,1,0,sales_staff,3,42,3,0,37,1
15803,5096002,m,0,0,1,270000,working,secondary,married,house,1,1,0,0,managers,3,28,2,0,35,1
20724,5125427,f,1,1,1,189000,working,lower_secondary,married,house,1,0,0,1,core_staff,3,45,3,0,12,1
8682,5053812,m,0,1,1,90000,commercial_associate,secondary,married,with_parents,1,0,0,0,laborers,3,23,1,0,21,1
12858,5085881,m,0,1,0,135000,commercial_associate,secondary,married,house,1,0,0,0,laborers,2,48,22,0,51,1
7818,5050749,f,0,0,1,159750,commercial_associate,higher_education,civil_marriage,house,1,1,1,0,core_staff,3,26,1,0,10,1
17939,5113256,f,1,1,0,247500,working,secondary,single,with_parents,1,0,0,0,sales_staff,1,33,1,0,50,1
169,5009051,f,0,1,2,202500,working,higher_education,married,house,1,0,0,1,core_staff,4,31,7,1,42,1
15280,5093250,f,0,1,0,247500,commercial_associate,higher_education,married,house,1,0,0,0,sales_staff,2,33,9,0,38,1
18707,5114625,m,0,1,0,945000,working,secondary,married,house,1,0,0,0,managers,2,58,6,0,12,1
17298,5105855,m,1,0,0,247500,working,incomplete_higher,separated,house,1,1,1,0,managers,1,29,5,0,13,1
8760,5053935,f,0,0,0,292500,commercial_associate,higher_education,married,house,1,0,1,0,accountants,2,49,3,0,14,1
13791,5089683,m,1,0,0,144000,working,secondary,married,house,1,1,0,0,drivers,2,41,2,0,61,1
18608,5114421,m,0,0,0,157500,state_servant,higher_education,married,house,1,0,0,0,core_staff,2,33,11,0,12,1
15514,5095333,m,0,1,0,135000,working,higher_education,married,house,1,0,0,0,laborers,2,56,1,0,6,1
11968,5068927,f,0,0,0,270000,working,secondary,civil_marriage,office_apartment,1,1,1,0,sales_staff,2,26,3,0,13,1
19815,5117367,m,1,1,1,180000,working,higher_education,married,with_parents,1,1,0,0,laborers,3,33,5,0,21,1
2184,5022834,m,1,1,0,202500,working,secondary,married,house,1,0,0,0,core_staff,2,48,5,1,20,1
4123,5028900,m,1,1,0,270000,working,lower_secondary,separated,house,1,1,0,0,laborers,1,53,11,0,34,1
22822,5142129,f,0,0,0,283500,commercial_associate,secondary,married,municipal_apartment,1,0,1,0,cooking_staff,2,49,14,0,15,1
19008,5115894,m,1,0,0,247500,commercial_associate,secondary,married,house,1,0,0,0,drivers,2,48,4,0,6,1
8957,5054276,f,0,0,0,292500,state_servant,secondary,married,house,1,0,1,0,secretaries,2,40,11,0,20,1
13921,5089950,f,0,1,0,202500,working,secondary,widow,house,1,0,0,0,sales_staff,1,52,4,2,12,1
6510,5045183,f,0,1,0,450000,working,secondary,married,house,1,0,1,0,cleaning_staff,2,65,15,0,3,1
23696,5143636,f,1,1,0,81000,working,secondary,married,house,1,0,0,0,security_staff,2,51,7,0,46,1
6594,5045392,m,1,1,0,261000,working,incomplete_higher,married,house,1,0,1,0,managers,2,44,5,2,5,1
4312,5029262,m,1,1,2,225000,working,higher_education,married,house,1,0,0,0,drivers,4,37,3,0,47,1
11408,5068031,f,0,0,0,135000,commercial_associate,secondary,married,house,1,0,0,0,sales_staff,2,49,12,0,4,1
11221,5067656,f,0,1,0,787500,state_servant,higher_education,married,house,1,0,0,1,managers,2,48,4,0,14,1
23916,5146192,m,1,1,0,382500,working,higher_education,civil_marriage,house,1,0,0,0,laborers,2,30,2,0,14,1
22687,5139888,f,0,1,0,112500,state_servant,secondary,civil_marriage,house,1,0,1,0,medicine_staff,2,51,17,0,31,1
22045,5135793,f,0,1,0,90000,working,higher_education,married,house,1,1,1,0,medicine_staff,2,32,1,0,3,1
17636,5112646,f,0,0,0,67500,working,secondary,married,with_parents,1,1,1,0,cooking_staff,2,45,8,0,22,1
18053,5113418,f,0,0,1,157500,working,secondary,single,municipal_apartment,1,0,0,0,core_staff,2,35,15,0,20,1
14243,5090608,m,1,1,0,202500,commercial_associate,higher_education,married,house,1,0,0,0,managers,2,40,2,0,35,1
19089,5116033,m,1,1,0,126000,working,higher_education,single,house,1,1,0,0,managers,1,40,3,0,5,1
5021,5035843,f,0,1,1,252000,working,secondary,separated,house,1,0,0,0,medicine_staff,2,51,21,0,18,1
1558,5021663,m,0,1,1,225000,working,secondary,married,house,1,1,0,0,laborers,3,38,2,0,28,1
1965,5022457,m,1,1,1,144000,working,secondary,married,house,1,0,0,1,drivers,3,24,3,0,4,1
2209,5022866,f,1,1,2,225000,commercial_associate,higher_education,married,house,1,0,0,0,private_service_staff,4,39,10,0,17,1
16696,5100372,f,0,1,0,225000,working,secondary,married,house,1,0,0,0,laborers,2,51,7,0,42,1
22616,5139551,f,1,1,2,157500,commercial_associate,higher_education,married,house,1,0,1,0,medicine_staff,4,38,18,0,28,1
4175,5029005,m,1,0,1,252000,working,secondary,married,house,1,0,0,0,drivers,3,47,15,1,5,1
2207,5022864,f,1,1,2,225000,commercial_associate,higher_education,married,house,1,0,0,0,private_service_staff,4,39,10,0,8,1
3072,5024542,m,0,1,0,112500,working,secondary,married,house,1,1,0,0,laborers,2,39,11,0,45,1
11782,5068649,m,0,1,0,135000,working,secondary,single,with_parents,1,0,0,0,drivers,1,32,3,0,13,1
5997,5041663,f,1,1,1,333000,commercial_associate,higher_education,married,house,1,0,0,0,managers,3,32,5,0,13,1
4574,5029746,m,0,1,1,135000,working,secondary,married,house,1,0,0,0,drivers,3,29,3,0,4,1
23262,5142832,f,0,0,0,121500,commercial_associate,secondary,single,house,1,1,0,0,cooking_staff,1,34,4,0,40,1
18172,5113599,f,0,0,0,81000,working,secondary,civil_marriage,with_parents,1,0,1,0,sales_staff,2,33,8,0,13,1
10857,5066978,m,1,0,0,119250,working,secondary,civil_marriage,house,1,0,0,1,drivers,2,49,2,0,5,1
1216,5010962,f,0,0,0,256500,commercial_associate,higher_education,married,house,1,0,0,1,hr_staff,2,31,8,0,8,1
18303,5113834,m,0,1,0,225000,commercial_associate,higher_education,married,house,1,1,0,0,drivers,2,24,5,1,15,1
